Dropout,Epoch,Train Loss,Train Acc,Val Loss,Val Acc,F1 Score,Learning Rate
0.3,3,1.0752683534723888,0.5942388967153556,1.0712415905708963,0.609072715143429,0.5927657311541081,3e-05
0.3,4,1.0098673733772259,0.6195966486246015,1.045787235523792,0.6217478318879253,0.6076329262846921,3e-05
0.3,5,0.9552671275150154,0.6409134722325202,0.9994038419520601,0.637758505670447,0.6321677469338869,3e-05
0.3,6,0.9089862437327326,0.6620078594201824,1.090703568560012,0.614743162108072,0.5976133099025314,3e-05
0.3,7,0.8712682435862826,0.6733891895899755,1.0288691508009078,0.6344229486324217,0.6240776625957524,3e-05
0.3,8,0.8328811492400147,0.6892192481648995,0.9977933333275166,0.6487658438959306,0.6414513541577465,3e-05
0.3,9,0.7914010074466326,0.7049751612664047,1.0147436210449705,0.6480987324883255,0.6426219887408083,3e-05
0.3,10,0.7537692576929291,0.7189515830058575,0.9947169803558512,0.6541027351567712,0.6461050531146025,3e-05
0.3,11,0.714978571822293,0.7333728775858234,1.0195243967340348,0.6561040693795864,0.6506179414163319,3e-05
0.3,12,0.6742430921131966,0.7497590272113888,1.0024837027204798,0.662108072048032,0.6572881785263365,3e-05
0.3,13,0.640936648252451,0.7669237043078521,1.0493113436597459,0.6594396264176118,0.6518448480636109,3e-05
0.3,14,0.610565537948744,0.7758582338548231,1.0877748689752944,0.6587725150100067,0.6511569155013311,3e-05
0.3,15,0.5692729067180959,0.7919107288500037,1.120827686279378,0.6587725150100067,0.6535345753678741,3e-05
0.3,16,0.5453278127157293,0.7984726032475717,1.1148743020727279,0.6537691794529686,0.6507523970645834,3e-06
0.3,17,0.4623477162343066,0.8334321939645585,1.1198091012366274,0.6611074049366245,0.6575730716373464,3e-06
0.3,18,0.4472114347027376,0.8423296507748202,1.1445974542739543,0.662108072048032,0.6592437080816539,3e-06
0.3,19,0.4310778965246621,0.8455920516052495,1.1624387616806842,0.6604402935290193,0.6565695409918668,3e-06
0.3,20,0.4248799415773125,0.8459627789723437,1.17439289295927,0.6644429619746498,0.6616966848204627,3e-06
0.3,21,0.42113859471269127,0.849744198116705,1.182777575989987,0.6657771847898599,0.6620180717798235,3e-06
0.3,22,0.4117669012944845,0.8535626899977756,1.184498980958411,0.6637758505670447,0.6603033997693277,3.0000000000000004e-07
0.3,23,0.4047936125530451,0.8564543634611107,1.1902909202778593,0.6634422948632421,0.6596656550145854,3.0000000000000004e-07
0.3,24,0.40230493385221155,0.8561948543041448,1.1909635929351157,0.6637758505670447,0.6601754857502177,3.0000000000000004e-07
0.3,25,0.3944957481246989,0.8577519092459406,1.191624382708935,0.6644429619746498,0.6613454784977048,3.0000000000000004e-07
0.5,1,1.4636761585683054,0.424519908059613,1.445409763366618,0.5140093395597065,0.4731964715931792,3e-05
0.5,2,1.1814790835595244,0.550455994661526,1.254587486703345,0.576050700466978,0.5468953210388952,3e-05
0.5,3,1.0853673122222955,0.5900126047304812,1.135010966595183,0.6064042695130086,0.5897653928193135,3e-05
0.5,4,1.0235572026521673,0.6150737747460517,1.1425273798881692,0.6070713809206137,0.5895516867296937,3e-05
0.5,5,0.9705722652622873,0.6367983984577742,1.1169674865742947,0.6257505003335557,0.6063502940404308,3e-05
0.5,6,0.9293057740582109,0.6553347668124861,1.0933037362200149,0.6230820547031354,0.6075388215506452,3e-05
0.5,7,0.8948533571726903,0.6654556239341588,1.0603434823928994,0.6410940627084724,0.6285658501962152,3e-05
0.5,8,0.8510809114194029,0.6811373915622452,1.1218790817768016,0.6234156104069379,0.612526374814642,3e-05
0.5,9,0.8142421740632486,0.6959294135093053,1.1639319683643097,0.6347565043362241,0.6167011447035825,3e-05
0.5,10,0.7788850724414627,0.7116853266108104,1.0556907298717093,0.6557705136757839,0.650946626319527,3e-05
0.5,11,0.7404529342154191,0.7266256395047083,1.112908477478839,0.6497665110073382,0.639756392812286,3e-05
0.5,12,0.7134730440886665,0.7384889152517239,1.095914712611665,0.6484322881921281,0.6440562522779288,3e-05
0.5,13,0.6808519705211947,0.7509824275227998,1.1521890417058418,0.6437625083388926,0.6277615089005604,3e-05
0.5,14,0.6410967495062905,0.7669607770445614,1.1349353244964113,0.6537691794529686,0.6507606267273508,3e-05
0.5,15,0.6069015029341124,0.7771187069029436,1.193217821577762,0.6444296197464977,0.6353850365698614,3e-05
0.5,16,0.5771491719648172,0.7874990731815823,1.1744827856408788,0.6534356237491661,0.6453841196161892,3e-06
0.5,17,0.5089379359054339,0.8167865351820272,1.2029124561776505,0.6561040693795864,0.6486223302130129,3e-06
0.5,18,0.4901134937789768,0.8275005560910507,1.234961602282017,0.6541027351567712,0.6461113900628878,3e-06
0.5,19,0.47250806762708875,0.8294654111366501,1.2419671149964029,0.6584389593062041,0.6513021943833202,3e-06
0.5,20,0.4696067757727976,0.8304293022910951,1.2459292678122824,0.6561040693795864,0.6490482452285021,3e-06
0.5,21,0.46515369708362914,0.8332097575443019,1.2663500917718766,0.657104736490994,0.649654306842978,3e-06
0.5,22,0.4543649977276111,0.8388077407874249,1.2841115378318948,0.6567711807871914,0.6486553976290261,3.0000000000000004e-07
0.5,23,0.45337946102093746,0.838288722473493,1.2797728535976816,0.6547698465643762,0.6469608360581058,3.0000000000000004e-07
0.5,24,0.44731203674987596,0.8389931044709721,1.283047157399198,0.6554369579719813,0.6475269521241391,3.0000000000000004e-07
0.5,25,0.4485083728039999,0.8402906502558019,1.2860350634189361,0.6557705136757839,0.6476597538515291,3.0000000000000004e-07
0.7,1,1.5445928776998656,0.3896344628160451,1.5960927326628502,0.5146764509673115,0.47666863432965373,3e-05
0.7,2,1.2261540463185423,0.5256914065396308,1.3579589978177498,0.5603735823882589,0.529894064345113,3e-05
0.7,3,1.1234787233632888,0.5726254912137614,1.200548270915417,0.5967311541027351,0.5797845484034093,3e-05
0.7,4,1.0506792291645755,0.603470008156002,1.2134228678459817,0.6074049366244163,0.580899766741418,3e-05
0.7,5,1.0016776626991435,0.6277155779639653,1.2074453830718994,0.6214142761841227,0.5973597601606031,3e-05
0.7,6,0.9641654522498072,0.6415437087565804,1.1568250199581713,0.6250833889259506,0.604179156753709,3e-05
0.7,7,0.9204499060508764,0.6578927856454363,1.1336542735708521,0.6357571714476318,0.6209884137631724,3e-05
0.7,8,0.8866520937867639,0.671683843701342,1.1313580680400768,0.6297531687791861,0.6177519136529418,3e-05
0.7,9,0.8474984934544676,0.6843997923926745,1.1919561700618013,0.6234156104069379,0.6036139411951835,3e-05
0.7,10,0.8239963462849929,0.6937791947801587,1.1775705915816286,0.6264176117411607,0.6125782783913598,3e-05
0.7,11,0.7897855611209056,0.7059019796841403,1.1934493437726448,0.628418945963976,0.6160292675417133,3e-05
0.7,12,0.7524686729032282,0.7235115296211166,1.1873287710737674,0.6387591727818546,0.6286074200091739,3e-05
0.7,13,0.7191497085359989,0.7343367687402684,1.2777955113573278,0.6264176117411607,0.6145062470391986,3e-05
0.7,14,0.6960856027512754,0.7434566619707866,1.1974482891407419,0.6420947298198799,0.6317947390273478,3e-06
0.7,15,0.6306490286549121,0.7713724327129828,1.2383111867498844,0.6387591727818546,0.6296417014752135,3e-06
0.7,16,0.6252383475337548,0.7726699784978127,1.2435271765323395,0.6454302868579053,0.636560299961623,3e-06
0.7,17,0.6154989129135394,0.7761548157484985,1.2422835902964815,0.6460973982655104,0.6379666007925737,3e-06
0.7,18,0.6083479169844451,0.779602580262475,1.265070046516175,0.6420947298198799,0.6343857539872719,3e-06
0.7,19,0.6056535636644228,0.7787869800548677,1.2892680561288874,0.6387591727818546,0.630256317188993,3e-06
0.7,20,0.5928462144887843,0.7833469266701268,1.3010269086411659,0.6400933955970647,0.6297628987115297,3.0000000000000004e-07
0.7,21,0.5873460100866607,0.7859790909764959,1.2934159141905763,0.6367578385590393,0.6272743629605425,3.0000000000000004e-07
0.7,22,0.5897164483912183,0.7836435085638022,1.2913755749134308,0.637758505670447,0.6291546602683212,3.0000000000000004e-07
0.7,23,0.5864723762629721,0.7875732186550011,1.2992999376134668,0.6374249499666444,0.6280201910743762,3.0000000000000004e-07
