Attn Dropout,Epoch,Train Loss,Train Acc,Val Loss,Val Acc,F1 Score,Learning Rate
0.1,1,1.7662738087052983,0.26329057611032847,1.6887796609959704,0.319212808539026,0.2267365009754926,3e-05
0.1,2,1.6442169247645337,0.35500852672944316,1.6096682041249377,0.36891260840560375,0.33196277426261583,3e-05
0.1,3,1.5877358693082186,0.3783272781196708,1.5725851109687319,0.3869246164109406,0.3510701726938703,3e-05
0.1,4,1.5455652014904113,0.396010973530066,1.5371430858652642,0.4039359573048699,0.3756539479908442,3e-05
0.1,5,1.516173953693625,0.41017275895306593,1.5394358609585053,0.4082721814543029,0.39924252680676514,3e-05
0.1,6,1.487054567483929,0.4221472529102098,1.4996748148126806,0.423949299533022,0.3864193989080356,3e-05
0.1,7,1.4611332910885744,0.42930229109512863,1.4931685746984278,0.4209472981987992,0.3905608558518197,3e-05
0.1,8,1.431544799940281,0.44394602209535106,1.4750406412368124,0.4286190793862575,0.41287211720456113,3e-05
0.1,9,1.4010274865051016,0.45599466152591384,1.4796897451928321,0.42995330220146766,0.42395278472127357,3e-05
0.1,10,1.36552014311343,0.47212130199451324,1.4529118284266045,0.4362908605737158,0.4138676414041202,3e-05
0.1,11,1.3295786725401313,0.48687625120486394,1.4627834862851081,0.442628418945964,0.4255583928450044,3e-05
0.1,12,1.287196399476291,0.5058574924000889,1.4505729954293434,0.44629753168779185,0.42355710981820693,3e-05
0.1,13,1.236671259900405,0.5256543338029214,1.451482336571876,0.45030020013342226,0.42259563686589047,3e-05
0.1,14,1.1850734354477923,0.5483799214057982,1.4985381846732282,0.4349566377585057,0.432474673360774,3e-05
0.1,15,1.1262867264273042,0.5698821086972641,1.4881725920007585,0.45563709139426284,0.4283700551280598,3e-05
0.1,16,1.0554680058741457,0.6048416994142508,1.5224584163503443,0.4439626417611741,0.44342387315408355,3e-05
0.1,17,0.9809346354403202,0.6321643063690962,1.5420497706595888,0.44729819879919946,0.4352819782274157,3e-05
0.1,18,0.8935275984601387,0.671943352858308,1.5984314350371664,0.44896597731821214,0.4474975595334714,3e-06
0.1,19,0.6691500738757481,0.7709275598724697,1.6783254755304216,0.45863909272848563,0.4559953289959805,3e-06
0.1,20,0.6096519024168711,0.7959145844146215,1.7310820716492674,0.4589726484322882,0.45817116838390654,3e-06
0.1,21,0.5764268657889976,0.8069251872173204,1.7788848978407839,0.45863909272848563,0.45419501817090246,3e-06
0.1,22,0.5475218131502658,0.8188255357010454,1.8160085500554835,0.4536357571714476,0.451183758961535,3e-06
0.1,23,0.5213137684981405,0.8286868836657522,1.865846778484101,0.4603068712474983,0.45813391492084854,3e-06
0.1,24,0.4963907564844565,0.8386965225772967,1.9264956230812884,0.4563042028018679,0.4506919134395222,3.0000000000000004e-07
0.1,25,0.45890553161431263,0.8562319270408542,1.9254383990105162,0.45563709139426284,0.45312170735728774,3.0000000000000004e-07
0.1,26,0.4542300307072734,0.8582338548231631,1.9332587338508445,0.45663775850567045,0.45327121611751486,3.0000000000000004e-07
0.1,27,0.4512361454737695,0.8601616371320531,1.9395539075770276,0.45663775850567045,0.45260106583415594,3.0000000000000004e-07
0.3,1,1.7580251524233705,0.2741899607028991,1.7206015815126134,0.30887258172114745,0.262788169537963,3e-05
0.3,2,1.6415172676904506,0.3510417439015348,1.615482748822963,0.3749166110740494,0.31325663531849807,3e-05
0.3,3,1.5804765413722721,0.3827018610513828,1.5704689178060978,0.3992661774516344,0.33282940334005034,3e-05
0.3,4,1.5376710744830668,0.4007192110921628,1.5329002268770908,0.4076050700466978,0.380487422530545,3e-05
0.3,5,1.507147959905778,0.41766145176836955,1.5249280777383358,0.4059372915276851,0.37252994791627475,3e-05
0.3,6,1.4795175804911067,0.4241491806925187,1.506625771522522,0.4202801867911941,0.4070083942580083,3e-05
0.3,7,1.4516065177194315,0.435456365388893,1.4718422306344865,0.42595063375583725,0.40835611391816257,3e-05
0.3,8,1.4249156453598166,0.44891376881441386,1.459858070028589,0.44062708472314877,0.40713055296893336,3e-05
0.3,9,1.3953568234827847,0.4580336620449322,1.4708163002704053,0.4312875250166778,0.4235312114800289,3e-05
0.3,10,1.359225027369097,0.477348557870542,1.4407218263504353,0.4446297531687792,0.42458359882775976,3e-05
0.3,11,1.3198256789225538,0.4918810706606362,1.4366336452200057,0.4446297531687792,0.4334160723154838,3e-05
0.3,12,1.278999653755206,0.5062652925038926,1.4559643877313493,0.44596397598398935,0.4292292859255322,3e-05
0.3,13,1.2245717756273622,0.5293986802105731,1.4500436047290235,0.4346230820547031,0.4264293876405513,3e-05
0.3,14,1.1684910316037906,0.5539408319122118,1.4513642559660243,0.4543028685790527,0.4333520833958537,3e-05
0.3,15,1.0987231977178022,0.58430340327723,1.4888475626072986,0.4563042028018679,0.4472012951179045,3e-05
0.3,16,1.034048963355792,0.6080670275079706,1.5040521799249853,0.45263509006004005,0.44953061599994126,3e-05
0.3,17,0.9494852995703006,0.643693927485727,1.562835916559747,0.4409606404269513,0.4350644223733867,3e-06
0.3,18,0.7394916463237238,0.7414918069251872,1.5948035209736926,0.45563709139426284,0.45198130922822544,3e-06
0.3,19,0.683571887171664,0.766664195150886,1.634530541744638,0.45563709139426284,0.4520553498951513,3e-06
0.3,20,0.6524051767531165,0.7770074886928153,1.680788887307999,0.45396931287525016,0.4500279865692895,3e-06
0.3,21,0.6242926906776655,0.7872766367613258,1.720886689551333,0.4492995330220147,0.44805917339138485,3e-06
0.3,22,0.5985102279915064,0.7977311485133832,1.7546515642328466,0.4492995330220147,0.4475941949116713,3e-06
0.3,23,0.573300550969856,0.8071105509008675,1.782436396213288,0.45030020013342226,0.448508869051594,3.0000000000000004e-07
0.3,24,0.5364415072151835,0.8248313190479721,1.7971755012552788,0.4479653102068045,0.4459621321218459,3.0000000000000004e-07
0.3,25,0.531640571934917,0.8276488470378883,1.80353300622169,0.44729819879919946,0.44486725924402226,3.0000000000000004e-07
0.3,26,0.5284226933644282,0.8286498109290428,1.80971452784031,0.4479653102068045,0.4450716545325269,3.0000000000000004e-07
0.5,1,1.755975587108124,0.2788981982649959,1.7118237043948883,0.31187458305537025,0.24657401745159804,3e-05
0.5,2,1.645344499728126,0.3525987988433306,1.61663522872519,0.37191460973982654,0.345374471532947,3e-05
0.5,3,1.583251957362297,0.3802921331652703,1.5936318889577339,0.37558372248165445,0.3400909663171793,3e-05
0.5,4,1.543691066769062,0.39690071921109216,1.55176076736856,0.3895930620413609,0.37112301847198653,3e-05
0.5,5,1.5090519407349174,0.4113590865277675,1.5182595176899687,0.40893929286190794,0.3851556909453496,3e-05
0.5,6,1.480072230806848,0.42340772595833026,1.4966495316079322,0.41694462975316876,0.3711273472986346,3e-05
0.5,7,1.4503790456536823,0.4363090383332098,1.472015842478326,0.4306204136090727,0.4165992157341088,3e-05
0.5,8,1.4218832330681137,0.45028546007266257,1.4548402542763568,0.4372915276851234,0.4021456317026398,3e-05
0.5,9,1.3835067938289372,0.46515162749314154,1.4415220250474645,0.44629753168779185,0.43256766027934773,3e-05
0.5,10,1.350993742027554,0.47760806702750797,1.4223155468068225,0.45296864576384255,0.4391577211174587,3e-05
0.5,11,1.309378215910699,0.4972195447467932,1.4168175484271759,0.4639759839893262,0.4497504270404456,3e-05
0.5,12,1.255422788349938,0.518536368354712,1.4319746671838964,0.45296864576384255,0.4385122167689077,3e-05
0.5,13,1.2016039472338147,0.540149773856306,1.4336647784456293,0.4579719813208806,0.45326177371863924,3e-05
0.5,14,1.1399642255916416,0.5682879810187588,1.4682427086728684,0.4589726484322882,0.44708481141469214,3e-05
0.5,15,1.0710511598824324,0.5932379328242011,1.4806092597068625,0.4603068712474983,0.4564257823160903,3e-05
0.5,16,0.9914003120496939,0.6306443241640098,1.5125917576728982,0.45930620413609075,0.45312548746366094,3e-05
0.5,17,0.8979330938574263,0.6655668421442871,1.6386394855823923,0.4589726484322882,0.4406701668691637,3e-06
0.5,18,0.6694637512284998,0.7659227404166976,1.6228956871844353,0.45396931287525016,0.44849240784409106,3e-06
0.5,19,0.6097282927606908,0.7935419292652184,1.662793420730753,0.4603068712474983,0.45695551523759514,3e-06
0.5,20,0.5746091601407923,0.8074812782679618,1.7149984709759976,0.4523015343562375,0.4507037828128921,3e-06
0.5,21,0.5449866507714394,0.8184548083339512,1.7590781120543784,0.44629753168779185,0.445870551233926,3e-06
0.5,22,0.5171905659951305,0.8298732112404538,1.8025101524718263,0.44896597731821214,0.4463354483099589,3e-06
0.5,23,0.4913509774829539,0.8402535775190925,1.8400759823778843,0.45263509006004005,0.45041494902757206,3.0000000000000004e-07
0.5,24,0.4521863854962503,0.859976273448506,1.843800313929294,0.44896597731821214,0.4463280841790159,3.0000000000000004e-07
0.5,25,0.4468567659151498,0.8610513828130792,1.8539996045701048,0.44529686457638423,0.44350861111415546,3.0000000000000004e-07
0.5,26,0.44378372334755994,0.8619782012308148,1.8591559339076915,0.44896597731821214,0.44696137492423643,3.0000000000000004e-07
0.7,1,1.7543872583533915,0.2777860161637132,1.7009496460569666,0.31320880587058036,0.2539039313725573,3e-05
0.7,2,1.6533662854777693,0.34751983391413954,1.6193827897944348,0.3592394929953302,0.31994299132217263,3e-05
0.7,3,1.586655012239212,0.37702973233484094,1.571420098872895,0.3829219479653102,0.34253407357549487,3e-05
0.7,4,1.5463506486178575,0.39734559205160525,1.5473432642348268,0.39559706470980655,0.37581319587126205,3e-05
0.7,5,1.5152053118317048,0.4127678505227256,1.5134363783166764,0.4136090727151434,0.3749207639834517,3e-05
0.7,6,1.4824287583477689,0.42422332616593755,1.4881739033029435,0.4229486324216144,0.3984362892718093,3e-05
0.7,7,1.4555409906599759,0.43627196559650033,1.4838328437602266,0.43695797198132086,0.4192743670452893,3e-05
0.7,8,1.425231166642989,0.4490620597612516,1.4609199102888717,0.4429619746497665,0.41559251834575534,3e-05
0.7,9,1.3946804974881393,0.46192629939942165,1.4828454205330381,0.43862575050033353,0.39141852586974657,3e-05
0.7,10,1.3610235802935198,0.4767924668199006,1.428539311632197,0.4506337558372248,0.42875303941368986,3e-05
0.7,11,1.319659452302761,0.4926595981315341,1.4105870622269652,0.46731154102735156,0.4465565585962578,3e-05
0.7,12,1.2730154849906667,0.5122340031141099,1.4366523509329938,0.4513008672448299,0.4181624805722123,3e-05
0.7,13,1.2293824937671283,0.5305479350485652,1.423057365924754,0.4486324216144096,0.4483474899914928,3e-05
