Config,Epoch,Train Loss,Train Acc,Val Loss,Val Acc,F1 Score,Learning Rate
1,1,1.789995971731665,0.25311203319502074,1.7975080571276076,0.25966666666666666,0.16699267284537075,3e-05
1,2,1.7566340896190624,0.27445168938944875,1.7117392205177469,0.30966666666666665,0.2353615221054831,3e-05
1,3,1.6943579892411615,0.325540901007706,1.6803197809990416,0.325,0.2520299939834956,3e-05
1,4,1.6647468909833103,0.340952874925904,1.6383865691245871,0.354,0.2879733143361892,3e-05
1,5,1.642039350706254,0.35084469472436275,1.6251134289071916,0.36533333333333334,0.29213131469606485,3e-05
1,6,1.6272756268062862,0.35447540011855366,1.6218393432333114,0.367,0.3285445476607456,3e-05
1,7,1.6145444729881828,0.3642560758743331,1.5993241680429338,0.37366666666666665,0.3425665078874789,3e-05
1,8,1.6032783493611484,0.37036899822169533,1.5812646099861631,0.38366666666666666,0.3527177405223075,3e-05
1,9,1.5969553699990584,0.371443390634262,1.5790404132071962,0.379,0.32654586612275566,3e-05
1,10,1.5879774681199783,0.3741108476585655,1.5577276260294812,0.393,0.33735593941952485,3e-05
1,11,1.5763152916849508,0.37970509780675754,1.556312657417135,0.39,0.3663087627034882,3e-05
1,12,1.5698403416651685,0.3823355068168346,1.5480977677284402,0.38166666666666665,0.3244727753814704,3e-05
1,13,1.5613362687458925,0.3855586840545347,1.53331495345907,0.39566666666666667,0.3657595864074032,3e-05
1,14,1.5471661997632393,0.39474659158269115,1.5368863141283076,0.3913333333333333,0.3429860376184339,3e-05
1,15,1.5432153301781388,0.39415382335506816,1.5123747967659158,0.4023333333333333,0.3817321447876116,3e-05
1,16,1.5306699196874247,0.4013781861292235,1.5132457271535347,0.4056666666666667,0.39039824603793083,3e-05
1,17,1.5208108848870083,0.4049347954949615,1.497260403125844,0.418,0.3914120327475038,3e-05
1,18,1.5096442676833455,0.4124925903971547,1.5025709360203845,0.4106666666666667,0.38588801360854896,3e-05
1,19,1.5011364263945846,0.4128260225251926,1.4788981879011114,0.414,0.3728240857410247,3e-05
1,20,1.4886355157147086,0.4217545939537641,1.4632454248184854,0.42966666666666664,0.39917331014032276,3e-05
1,21,1.4793755948826035,0.4230512744516894,1.4770998447499377,0.411,0.40524043571352864,3e-05
1,22,1.4731490301294914,0.428015708358032,1.448774905914956,0.43066666666666664,0.4025063682909827,3e-05
1,23,1.4587743977234826,0.4310536455245999,1.453156387552302,0.426,0.3998820430544158,3e-05
1,24,1.4544873455124443,0.4330171902786011,1.4334920543305418,0.43966666666666665,0.4302814859663267,3e-05
1,25,1.4426786964538538,0.43872258446947243,1.4201573260287021,0.448,0.43351417102619205,3e-05
1,26,1.4336272161718793,0.4412788974510966,1.4177351353016305,0.456,0.42976316364700834,3e-05
1,27,1.427624262339696,0.4429831061055127,1.4190820861370006,0.44766666666666666,0.42737796399813033,3e-05
1,28,1.4147555720749625,0.4491701244813278,1.4131558068255161,0.44433333333333336,0.42106976572686994,3e-05
1,29,1.4076610874225743,0.4538381742738589,1.4172046920086474,0.446,0.4298135878827117,3e-05
1,30,1.3957730054290374,0.4594694724362774,1.409389112858062,0.4483333333333333,0.4183454072136242,3e-05
1,31,1.3896986881703561,0.46324836988737406,1.3991518198175634,0.4483333333333333,0.4421868541841498,3e-05
1,32,1.3830038108531897,0.46661973918197985,1.400439627627109,0.444,0.43949123066504253,3e-05
1,33,1.3723368107990066,0.4651748666271488,1.3875144263531298,0.4623333333333333,0.452537138474738,3e-05
1,34,1.371663545262757,0.4702133965619443,1.3824207021835002,0.46266666666666667,0.4526635971014016,3e-05
1,35,1.363700992405697,0.4716212211025489,1.3745516335710566,0.47633333333333333,0.455864280449779,3e-05
1,36,1.3540159559927845,0.47358476585655007,1.3830655787853485,0.4543333333333333,0.4460942904357728,3e-05
1,37,1.3514081330095986,0.47365886188500295,1.379750629688831,0.472,0.45964656951609734,3e-05
1,38,1.3441885175863149,0.4802163604030824,1.3734751407136307,0.4663333333333333,0.44362561278021434,3e-05
1,39,1.3315713928209096,0.4849955542382928,1.3510301316038091,0.47633333333333333,0.46323874910635904,3e-05
1,40,1.3280585747194515,0.48681090693538825,1.35362254051452,0.47833333333333333,0.46142428289215665,3e-05
1,41,1.3219565730806775,0.4877741553052756,1.3701429164156,0.4683333333333333,0.46287469486921284,3e-05
1,42,1.3135240652832374,0.4928497332542976,1.3490826145131538,0.47933333333333333,0.47798243973989035,3e-05
1,43,1.3081721214321553,0.4941464137522229,1.3511676154238113,0.474,0.4698680210420087,3e-05
1,44,1.2971559066625569,0.49785121517486663,1.3430176364614608,0.49,0.4831909432599018,3e-05
1,45,1.2962652865744315,0.49625815056312983,1.3358218111890428,0.49066666666666664,0.4758965624627834,3e-05
