Config,Epoch,Train Loss,Train Acc,Val Loss,Val Acc,F1 Score,Learning Rate
1,1,1.7840584943079836,0.2508891523414345,1.7926106934851789,0.25766666666666665,0.18380850936022602,3e-05
1,2,1.71271711418414,0.30868405453467695,1.695524459189557,0.3313333333333333,0.2543338689136096,3e-05
1,3,1.647681384854972,0.3516597510373444,1.642251270882627,0.36433333333333334,0.3026561856349453,3e-05
1,4,1.6165698794957022,0.36781268524007116,1.6098136546763968,0.37833333333333335,0.3239422441872438,3e-05
1,5,1.5863104321380361,0.38370628334321283,1.6122645190421572,0.36233333333333334,0.3166738048202677,3e-05
1,6,1.5650417211496435,0.38652193242442207,1.5809491264059188,0.382,0.33314510043156903,3e-05
1,7,1.530894393887,0.40271191464137523,1.5642009745252894,0.384,0.36857175348553967,3e-05
1,8,1.5025588025413983,0.41775340841730885,1.5272004731157993,0.41133333333333333,0.4005384529153725,3e-05
1,9,1.4742872675448233,0.42757113218731474,1.5246380288550194,0.408,0.36243959557663885,3e-05
1,10,1.4480622263881266,0.4375,1.503581501067953,0.4176666666666667,0.3853096380067664,3e-05
1,11,1.4180100351148308,0.4510595732068761,1.4959237017530076,0.412,0.4049418392062535,3e-05
1,12,1.3914174242607225,0.46306312981624187,1.485680899721511,0.428,0.39051750749004865,3e-05
1,13,1.362480568659814,0.47384410195613513,1.462799574466462,0.439,0.42686818744072563,3e-05
1,14,1.3259733002897687,0.4899599881446354,1.4736295608763998,0.42833333333333334,0.4200763701169042,3e-05
1,15,1.2926711170311789,0.5037048014226437,1.482444035246017,0.442,0.44213809958550343,3e-05
1,16,1.2462562057079296,0.521673088322466,1.4850103905860415,0.43233333333333335,0.43492977071602607,3e-05
1,17,1.2012921672014263,0.541419679905157,1.4822940724961302,0.44966666666666666,0.4360367135231491,3e-05
1,18,1.145707508822753,0.5617590397154713,1.5021793791588316,0.44366666666666665,0.4456963561312586,3e-05
1,19,1.0857327111524429,0.5883595139300534,1.5156140048453148,0.443,0.4367160650379477,3e-06
1,20,0.913335691272365,0.6688648488441019,1.5054292729560366,0.45866666666666667,0.45444700921650444,3e-06
1,21,0.8710590465373903,0.685128927089508,1.5306564087563372,0.4543333333333333,0.4504087870086665,3e-06
1,22,0.8455811279927384,0.6943538826318909,1.550323486328125,0.458,0.45579267288983033,3e-06
1,23,0.8243146349468502,0.7022821576763485,1.5645018435539084,0.45466666666666666,0.4504000122210812,3e-06
1,24,0.8032856887268229,0.7101363366923533,1.588239144771657,0.44433333333333336,0.44189950133969014,3e-06
1,25,0.7842819161042218,0.7179164196799052,1.6011109428202852,0.45166666666666666,0.4504439836601405,3.0000000000000004e-07
1,26,0.7520746391672659,0.7336988737403675,1.6054073166339955,0.45,0.4474719975447296,3.0000000000000004e-07
1,27,0.748161113022063,0.7360328986366331,1.6088697250853194,0.448,0.44659238879553814,3.0000000000000004e-07
1,28,0.7457949464072549,0.7378482513337286,1.6106542323498017,0.4503333333333333,0.44810696371017494,3.0000000000000004e-07
2,1,1.784860146271674,0.25492738589211617,1.7823466341546241,0.251,0.16579441628083064,3e-05
2,2,1.7337380156132847,0.29304979253112035,1.691597451554968,0.3403333333333333,0.2664339399369053,3e-05
2,3,1.6516756680904408,0.3455097806757558,1.6377914002601137,0.36233333333333334,0.3121241114852199,3e-05
2,4,1.601353486567312,0.37385151155898044,1.588994911376466,0.37866666666666665,0.34243230669156616,3e-05
2,5,1.55738398842337,0.3935981031416716,1.5675989972784163,0.395,0.37879276507403953,3e-05
