Config,Epoch,Train Loss,Train Acc,Val Loss,Val Acc,F1 Score,Learning Rate
9,1,1.7741750295128302,0.26218879668049794,1.7677132905797754,0.274,0.23821044809344227,3e-05
9,2,1.70787527493391,0.3094250148192057,1.7039354557686663,0.31533333333333335,0.23204295893698001,3e-05
9,3,1.6682988521047113,0.3352474807350326,1.6363733829335962,0.353,0.2871875120956873,3e-05
9,4,1.630211105843856,0.3570687611144043,1.6037852865584352,0.37333333333333335,0.315411044757997,3e-05
9,5,1.606415691533925,0.36877593360995853,1.5852371175238427,0.379,0.3222759273084756,3e-05
9,6,1.5879132778723657,0.37951985773562535,1.5701528254975663,0.39166666666666666,0.34756868724162493,3e-05
9,7,1.5670091591740107,0.38830023710729106,1.542501799603726,0.396,0.371166685254087,3e-05
9,8,1.5586640625768364,0.3909306461173681,1.526356854337327,0.4053333333333333,0.38759975028984794,3e-05
9,9,1.5405558319453379,0.39711766449318314,1.533729375676906,0.39866666666666667,0.34142374054178176,3e-05
9,10,1.5240947485535066,0.4058609958506224,1.5016489409385843,0.4136666666666667,0.36633317127193704,3e-05
9,11,1.508667945014357,0.409047125074096,1.5080075390795444,0.4013333333333333,0.38868899844147337,3e-05
9,12,1.5064204888886186,0.4108995257854179,1.4853865466219314,0.4216666666666667,0.37729554401952903,3e-05
9,13,1.4888027174777894,0.4181238885595732,1.461471027516304,0.43766666666666665,0.41974081963699983,3e-05
9,14,1.4739856892287448,0.4234588026081802,1.4825592269288732,0.42233333333333334,0.3786374885453679,3e-05
9,15,1.46550535251744,0.42827504445761705,1.4733984089912253,0.4216666666666667,0.4195253531401887,3e-05
9,16,1.451476026767803,0.4362033195020747,1.451864501263233,0.43866666666666665,0.42583154468324425,3e-05
9,17,1.43979367288933,0.4415752815649081,1.4252982773679368,0.445,0.42934652076638613,3e-05
9,18,1.4287672054146139,0.44779934795494963,1.4383435097146542,0.439,0.43091884792324997,3e-05
9,19,1.4156410295816395,0.450540901007706,1.409598616843528,0.45066666666666666,0.42184171848429763,3e-05
9,20,1.4049574611311275,0.4549125666864256,1.4131242797729817,0.4543333333333333,0.42559376328317156,3e-05
9,21,1.40110715362133,0.4558017190278601,1.3932044201708855,0.458,0.45014205799436907,3e-05
9,22,1.3899775370602359,0.4603586247777119,1.3929930722459833,0.465,0.4413841467532499,3e-05
9,23,1.3792328602894788,0.46621221102548904,1.378705767875022,0.461,0.43527481854173183,3e-05
9,24,1.368703327472741,0.471547125074096,1.3801853885041906,0.4713333333333333,0.466338655481338,3e-05
9,25,1.3653395229606267,0.4706209247184351,1.3651232744785065,0.4786666666666667,0.4658474331411961,3e-05
9,26,1.3542534570558376,0.4759928867812685,1.36327478226195,0.47333333333333333,0.4554389141184904,3e-05
9,27,1.3461564236907597,0.4786232957913456,1.3472429691477026,0.48,0.467290921505489,3e-05
9,28,1.3318090167655765,0.48162418494368703,1.353847009070376,0.47733333333333333,0.4566371183409304,3e-05
9,29,1.3245604374397422,0.4886633076467101,1.3482958661749007,0.47833333333333333,0.4652887590085791,3e-05
